SPECIES_ID,WEIGHT_PERCENT,INCLUDE_IN_SUM,UNCERTAINTY_PERCENT,UNCERTAINTY_METHOD,ANALYTICAL_METHOD,PHASE,SPECIES_EMISSION_RATE,SPECIES_EMISSION_RATE_UNIT
531,0.355877282,Yes,-99,N/A,Not Available,GAS,,
532,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
535,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
536,1.55E-03,Yes,-99,N/A,Not Available,GAS,,
539,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
541,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
548,1.951635155,Yes,-99,N/A,Not Available,GAS,,
550,3.88E-02,Yes,-99,N/A,Not Available,GAS,,
551,0.329496844,Yes,-99,N/A,Not Available,GAS,,
580,5.12E-02,Yes,-99,N/A,Not Available,GAS,,
592,17.04383206,Yes,-99,N/A,Not Available,GAS,,
593,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
595,1.55E-03,Yes,-99,N/A,Not Available,GAS,,
598,0.898486685,Yes,-99,N/A,Not Available,GAS,,
599,0.551402882,Yes,-99,N/A,Not Available,GAS,,
600,0.752618381,Yes,-99,N/A,Not Available,GAS,,
601,3.948272234,Yes,-99,N/A,Not Available,GAS,,
603,0.113280705,Yes,-99,N/A,Not Available,GAS,,
604,0.551402882,Yes,-99,N/A,Not Available,GAS,,
605,4.767617605,Yes,-99,N/A,Not Available,GAS,,
608,1.14E-02,Yes,-99,N/A,Not Available,GAS,,
609,0.535884978,Yes,-99,N/A,Not Available,GAS,,
610,0.613991765,Yes,-99,N/A,Not Available,GAS,,
611,9.83E-03,Yes,-99,N/A,Not Available,GAS,,
620,9.41E-02,Yes,-99,N/A,Not Available,GAS,,
647,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
663,2.59E-03,Yes,-99,N/A,Not Available,GAS,,
671,14.09387836,Yes,-99,N/A,Not Available,GAS,,
674,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
678,4.94917709,Yes,-99,N/A,Not Available,GAS,,
687,2.07E-03,Yes,-99,N/A,Not Available,GAS,,
698,7.76E-03,Yes,-99,N/A,Not Available,GAS,,
717,2.747703669,Yes,-99,N/A,Not Available,GAS,,
737,0.185697594,Yes,-99,N/A,Not Available,GAS,,
740,2.17E-02,Yes,-99,N/A,Not Available,GAS,,
742,0.441743022,Yes,-99,N/A,Not Available,GAS,,
760,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
768,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
769,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
1049,0.216733403,Yes,-99,N/A,Not Available,GAS,,
1051,0.353808228,Yes,-99,N/A,Not Available,GAS,,
1465,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
1886,2.59E-03,Yes,-99,N/A,Not Available,GAS,,
1903,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
1906,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
1960,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
1984,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
1989,2.28E-02,Yes,-99,N/A,Not Available,GAS,,
1990,2.48E-02,Yes,-99,N/A,Not Available,GAS,,
1991,1.29E-02,Yes,-99,N/A,Not Available,GAS,,
1993,1.71E-02,Yes,-99,N/A,Not Available,GAS,,
2000,3.10E-03,Yes,-99,N/A,Not Available,GAS,,
2002,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2006,0.997284012,Yes,-99,N/A,Not Available,GAS,,
2007,3.10E-03,Yes,-99,N/A,Not Available,GAS,,
2012,0.297426508,Yes,-99,N/A,Not Available,GAS,,
2013,2.07E-03,Yes,-99,N/A,Not Available,GAS,,
2014,4.55E-02,Yes,-99,N/A,Not Available,GAS,,
2019,4.24E-02,Yes,-99,N/A,Not Available,GAS,,
2020,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2021,5.17E-03,Yes,-99,N/A,Not Available,GAS,,
2058,3.10E-03,Yes,-99,N/A,Not Available,GAS,,
2061,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2062,3.62E-03,Yes,-99,N/A,Not Available,GAS,,
2065,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2067,8.79E-03,Yes,-99,N/A,Not Available,GAS,,
2069,4.66E-03,Yes,-99,N/A,Not Available,GAS,,
2076,3.62E-03,Yes,-99,N/A,Not Available,GAS,,
2088,1.45E-02,Yes,-99,N/A,Not Available,GAS,,
2090,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2098,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2108,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2113,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2115,4.14E-03,Yes,-99,N/A,Not Available,GAS,,
2120,2.506141618,Yes,-99,N/A,Not Available,GAS,,
2126,0.519332546,Yes,-99,N/A,Not Available,GAS,,
2127,2.360790577,Yes,-99,N/A,Not Available,GAS,,
2128,0.185697594,Yes,-99,N/A,Not Available,GAS,,
2130,2.243371764,Yes,-99,N/A,Not Available,GAS,,
2132,11.05805893,Yes,-99,N/A,Not Available,GAS,,
2134,8.79E-03,Yes,-99,N/A,Not Available,GAS,,
2169,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2172,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2178,3.62E-03,Yes,-99,N/A,Not Available,GAS,,
2182,3.10E-03,Yes,-99,N/A,Not Available,GAS,,
2183,1.14E-02,Yes,-99,N/A,Not Available,GAS,,
2184,1.97E-02,Yes,-99,N/A,Not Available,GAS,,
2186,6.21E-03,Yes,-99,N/A,Not Available,GAS,,
2190,7.24E-03,Yes,-99,N/A,Not Available,GAS,,
2191,2.07E-03,Yes,-99,N/A,Not Available,GAS,,
2193,6.21E-03,Yes,-99,N/A,Not Available,GAS,,
2194,2.07E-02,Yes,-99,N/A,Not Available,GAS,,
2195,1.03E-02,Yes,-99,N/A,Not Available,GAS,,
2203,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2253,1.19E-02,Yes,-99,N/A,Not Available,GAS,,
2267,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2268,1.03E-03,Yes,-99,N/A,Not Available,GAS,,
2269,6.72E-03,Yes,-99,N/A,Not Available,GAS,,
2272,7.76E-03,Yes,-99,N/A,Not Available,GAS,,
2284,1.55E-03,Yes,-99,N/A,Not Available,GAS,,
2300,5.17E-04,Yes,-99,N/A,Not Available,GAS,,
2301,2.69E-02,Yes,-99,N/A,Not Available,GAS,,
